編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,url,顏色

14074,開架,ZA,,,,,加水後凝膠轉化為泡沫，包覆住彩妝和污垢。 洗後肌膚水嫩清爽。,,保養品,"卸妝產品,","卸妝,",,"容量:100ml:NT120,","TW, MY",,N,,2016/12/9,,N,Y,6,N,https://pic.pimg.tw/styleme/1481285361-1203667561.jpg,,,,,

14284,開架,ZA,,,極淨清爽卸妝水,,"能快速溫和的卸除彩妝，舒爽的使用感受
種睫毛者也適用。",,保養品,"卸妝產品,","卸妝,",,"容量:300ml:NT300,","TW, MY",,N,"ZA 極淨清爽卸妝水,極淨清爽卸妝水",2016/12/11,,N,Y,3,N,https://pic.pimg.tw/styleme/1481460377-2043568315.jpg,,,,,

14335,開架,ZA,眼部彩妝系列,,一筆深邃眼線液,,全新一筆深邃眼線液，採用軟硬適中的極細刷毛，不需技巧也不需練習，輕鬆就能描繪出鮮明線條，雙眼瞬間深邃有神！長效持久配方能維持清晰線條，防止暈染，掉色，變淡，含玻尿酸，膠原蛋白配方，柔滑不刮眼,,彩妝品,"眼線,","顯色,防水,防油,抗暈染,",,"容量:0.5ml:NT290,","TW, MY",,N,"ZA 一筆深邃眼線液,一筆深邃眼線液",2016/12/12,,N,Y,3,N,https://pic.pimg.tw/styleme/1481529724-121891072.jpg,https://pic.pimg.tw/styleme/1481529954-1562120536.jpg,,,,

14425,開架,ZA,,,零黏膩保濕卸妝油(深層潔淨型),,添加富含礦物質及維他命E的高純度「橄欖油」，加上與人體肌膚皮脂成分相似的「荷荷芭油」，可有效調理油性或混合性肌膚的皮脂腺分泌機能，溶出堵塞於毛孔中的黑頭粉刺與皮脂髒污。,,保養品,"卸妝產品,","卸妝,",,"容量:200ml:NT310,","TW, MY",,N,"ZA 零黏膩保濕卸妝油(深層潔淨型),零黏膩保濕卸妝油(深層潔淨型)",2016/12/12,,N,Y,6,N,https://pic.pimg.tw/styleme/1481545951-1783135636.jpg,,,,,

14704,開架,ZA,,,4D亮白UV防曬乳(臉部用)SPF50+ PA++++,,,,保養品,"防曬隔離,","美白,防曬,",,"容量:30g:NT290,","TW, MY",,N,"4D亮白UV防曬乳(臉部用)SPF50+ PA++++,ZA 4D亮白UV防曬乳(臉部用)SPF50+ PA++++",2016/12/13,,N,Y,2,N,https://pic.pimg.tw/styleme/1481637235-509364968.jpg,,,,,

15136,開架,ZA,底妝系列,,裸光亮白氣墊粉餅 SPF30/PA++,True White Cushion Compact,集結提亮白皙、裸透無瑕、水潤保濕等三大底妝功效，還具備防曬係數，日常外出只要輕鬆一拍，防禦紫外線、修飾膚色一次到位！（全3色：白皙色、明亮色、裸膚色）,,彩妝品,"氣墊粉餅,","修正膚色,修飾毛孔,霧面,長效持妝,服貼,防曬,遮瑕,薄透,",2017/1/1,"容量:12g:NT590:RM0,補充蕊:12g:NT490:RM0,","TW, MY",,N,"Za裸光亮白氣墊粉餅,裸光亮白氣墊粉餅",2016/12/15,,N,N,18,N,https://pic.pimg.tw/styleme/1482120596-4020027974.png,https://pic.pimg.tw/styleme/1482120296-2978575431.jpg,https://pic.pimg.tw/styleme/1482120428-2669570536.jpg,https://pic.pimg.tw/styleme/1482122715-2996561309.jpg,,

15460,開架,ZA,唇彩系列,,日不落驚艷保濕唇膏 烈艷之吻,Vibrant Moist Lipstick Punchy Kiss,獨特研發「高感度顯色微粒」，長時間精湛顯色，添加「鮮艷紅彩色料」，無論唇色深淺，均能呈現不失真的唯美色彩，完美修飾雙唇色彩與輪廓，讓唇型更加豐潤飽滿。（共6色）,,彩妝品,"唇膏,","保濕,潤色,長效持妝,好上色,色彩飽和,",2016/12/19,"容量:3.5g:NT330:RM0,","TW, MY",,N,"Za日不落驚艷保濕唇膏,日不落驚艷保濕唇膏烈艷之吻",2016/12/19,,N,N,12,Y,https://pic.pimg.tw/styleme/1482121196-109113353.png,https://pic.pimg.tw/styleme/1482121216-3271961543.jpg,https://pic.pimg.tw/styleme/1482121241-2437176743.jpg,https://pic.pimg.tw/styleme/1482121275-1462412677.jpg,,

15853,開架,ZA,眼部彩妝系列,,新魔睫絕對濃蜜睫毛膏,Killer Volume Mascara,空氣纖維刷頭與富含超柔軟配方的睫毛液，讓睫毛液能均勻包覆睫毛，激密濃翹，使睫毛根根分明。,,彩妝品,"睫毛膏,","根根分明,捲翹,濃密,",,"容量:9g:NT320:RM0,","TW, MY",,N,"ZA 新魔睫絕對濃蜜睫毛膏,新魔睫絕對濃蜜睫毛膏",2016/12/27,,N,N,3,N,https://pic.pimg.tw/styleme/1482847632-4019506875.jpg,https://pic.pimg.tw/styleme/1482847639-1498111085.jpg,https://pic.pimg.tw/styleme/1482847647-3158311324.jpg,,,

15856,開架,ZA,眼部彩妝系列,,新魔睫一刷驚艷睫毛膏(溫水可卸型),Perfect Action Mascara Smudgeproof,「神奇增量雙刷頭」，寬面刷頭能夠大量沾附睫毛液，零死角地徹底包覆，刷出濃密纖長。窄面刷頭能夠輕巧梳順睫毛，實現根根分明效果。只要一支即可刷出濃密、纖長、根根分明的驚艷魔睫。,,彩妝品,"睫毛膏,","纖長,根根分明,濃密,溫水可卸,",,"容量:9g:NT320:RM0,","TW, MY",,N,"ZA 新魔睫一刷驚艷睫毛膏(溫水可卸型),新魔睫一刷驚艷睫毛膏,新魔睫一刷驚艷睫毛膏(溫水可卸型)",2016/12/27,,N,N,1,N,https://pic.pimg.tw/styleme/1482847844-3759903349.jpg,https://pic.pimg.tw/styleme/1482847854-2510679750.jpg,https://pic.pimg.tw/styleme/1482847866-493975510.jpg,,,

15859,開架,ZA,眼部彩妝系列,,新魔睫絕對捲翹濃蜜睫毛膏,Killer Volume Curl Mascara Waterproof,針對亞洲女性睫毛較短、較直、容易下垂的特性所設計，「捲翹升級刷頭」能貼合眼皮弧度，即使是內外側眼角處的細小睫毛，也能徹底刷塗不遺漏，隨角度向上刷，輕鬆實現向上捲翹效果。,,彩妝品,"睫毛膏,","長效持妝,纖長,捲翹,",,"容量:9g:NT320:RM0,","TW, MY",,N,"ZA 新魔睫絕對捲翹濃蜜睫毛膏,新魔睫絕對捲翹濃蜜睫毛膏",2016/12/27,,N,N,,N,https://pic.pimg.tw/styleme/1482848027-4098728107.jpg,https://pic.pimg.tw/styleme/1482848036-2117792583.jpg,https://pic.pimg.tw/styleme/1482848064-2111586584.jpg,,,

17548,開架,ZA,美白系列,,全效透白防護霜SPF24 PA++,True White Total Care Cream SPF24 PA++,控油、保濕、美白、隔離四效合一，日間保養只要一瓶！高效美白精華能改善肌膚暗沉斑點、提亮膚色；玻尿酸能為肌膚長效保水，維持潤澤Q彈，輕鬆實現健康平衡美肌！,,保養品,"乳霜,","保濕,控油,美白,均勻膚色,淡斑,防曬,",2017/3/1,"容量:50g:NT350:RM0,","TW, MY",,N,"ZA 全效透白防護霜,全效透白防護霜",2017/2/27,,N,N,,N,https://pic.pimg.tw/styleme/1488557664-3904439294.png,,,,,

17551,開架,ZA,妝前隔離,,,,獨特添加能長效控油的「油光吸附粉末」，抵禦日常紫外線同時，還能全天候長時間控油，維持明亮膚色，完美打造不泛油光、毛孔隱形、清透持妝的完美細緻妝容。,,保養品,"防曬隔離,","控油,細緻毛孔,透亮,防曬,清爽,",2017/3/1,"容量:25ml:NT330:RM0,","TW, MY",,N,,2017/2/27,,N,N,4,N,https://pic.pimg.tw/styleme/1488557626-3119718045.png,,,,,

14911,開架,COTA,美容工具系列,,凍齡冰肌,,安撫鎮定敏感肌膚，收縮毛孔，加強肌膚彈力緊緻，減少臉部或局部浮腫，打造明星般的V型小臉。,,美容工具,"保養工具,",,,"重量:220g:NT850,","TW, MY",,N,"COTA 凍齡冰肌,凍齡冰肌",2016/12/14,,N,Y,8,N,https://pic.pimg.tw/styleme/1481727008-2338331205.jpg,https://pic.pimg.tw/styleme/1481727247-3974512533.jpg,,,,

9640,開架,AVALON,臉部保養系列,,薰衣草保濕化妝水,Lavender Hydrating Toner,有機薰衣草，甘草根，山金車花萃取，康普茶萃取，能調理滋養肌膚，恢復生機，維持肌膚自然光澤 ; 使用時散發淡淡薰衣草香氣，能舒緩壓力,,保養品,"化妝水,","保濕,滋潤,抗氧化,舒緩,",,"容量:237ml:NT480,","TW, MY",,N,"薰衣草保濕化妝水,薰衣草保濕化妝水 avalon",2016/11/18,,N,N,1,N,https://pic.pimg.tw/styleme/1479479717-2343318367.jpg,,,,,

9673,開架,AVALON,臉部保養系列,,Q10 彈力化妝水,,有機玫瑰果油、Q10、玻尿酸，能對抗地心引力初老警訊的輕熟保養，有效淡化紋路，緊緻輪廓，維持肌膚Q彈，延緩肌膚老化。,,保養品,"化妝水,","保濕,滋潤,抗老,緊實,改善細紋,收斂毛孔,抗氧化,舒緩,",,"容量:237ml:NT450,","TW, MY",,N,"avalon Q10 彈力化妝水,Q10 彈力化妝水",2016/11/19,,N,Y,,N,https://pic.pimg.tw/styleme/1479523974-1210306938.jpg,,,,,

9676,開架,AVALON,臉部保養系列,,維他命C亮白平衡化妝水,Intense Defense with Vitamin C Balancing Toner,有機檸檬與白茶萃取，能延緩肌膚常受陽光影響的光老化現象，維持肌膚白皙Q彈，預防和改善暗沈問題，均勻膚色,,保養品,,"保濕,滋潤,緊實,修護,美白,透亮,均勻膚色,提升光澤,平滑膚觸,抗氧化,舒緩,香氛,清爽,",,"容量:251ml:NT450,","TW, MY",,N,"維他命C亮白平衡化妝水,維他命C亮白平衡化妝水 avalon",2016/11/19,,N,N,,N,https://pic.pimg.tw/styleme/1479524072-3666895162.jpg,,,,,

10066,開架,AVALON,臉部保養系列,,Q10 彈力晚霜,Wrinkle Therapy with CoQ10 & Rosehip Night Cream,有機玫瑰果油、Q10、玻尿酸，能對抗地心引力初老警訊的輕熟保養，有效淡化紋路，緊緻輪廓，維持肌膚Q彈，延緩肌膚老化。,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:50g:NT900,","TW, MY",,N,"Q10 彈力晚霜,Q10 彈力晚霜 avalon",2016/11/21,,N,N,,N,https://pic.pimg.tw/styleme/1479702163-1490457552.jpg,,,,,

10960,開架,AVALON,臉部保養系列,,維他命C亮白喚膚眼霜,Intense Defense with Vitamin C Eye Cream,以有機蘆薈做基底，另外添加有機檸檬&白茶萃取，舒緩潤澤肌膚，富含維他命C能延緩肌膚常受陽光影響的老化現象，並維持肌膚白皙Q彈。通過美國NSF有機成份認證，不含化學香精，色素及防腐劑,,保養品,"眼部保養,","保濕,滋潤,修護,抗氧化,舒緩,清爽,不黏膩,",,"容量:29g:NT850,","TW, MY",,N,"AVALON 維他命C亮白喚膚眼霜,維他命C亮白喚膚眼霜",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480097051-1675075727.jpg,,,,,

11119,開架,AVALON,臉部保養系列,,維他命C亮白喚膚精華液,Intense Defense with Vitamin C FACIAL SERUM,有機檸檬、白茶萃取與維他命C能延緩肌膚常受陽光影響的光老化現象，維持肌膚白皙Q彈，預防和改善暗沈問題，均勻膚色。,,保養品,"精華液,","保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,平滑膚觸,",,"容量:30ml:NT850,","TW, MY",,N,"維他命C亮白喚膚精華液,維他命C亮白喚膚精華液 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480140205-417175662.jpg,,,,,

11530,開架,AVALON,臉部保養系列,,Q10 彈力日霜,Wrinkle Therapy with CoQ10 & Rosehip Day Cream,有機玫瑰果油 ， Q10 ， 玻尿酸，能對抗地心引力初老警訊的輕熟保養，有效淡化紋路，緊緻輪廓，維持肌膚Q彈，延緩肌膚老化。,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,細緻毛孔,",,"容量:50g:NT900:RM0,","TW, MY",,N,"Q10 彈力日霜,Q10 彈力日霜 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159112-4142021565.jpg,,,,,

11533,開架,AVALON,臉部保養系列,,Q10 彈力潔顏乳,Wrinkle Therapy with CoQ10 & Rosehip Cleansing Milk,有機玫瑰果油、Q10、玻尿酸，能對抗地心引力初老警訊的輕熟保養，從清潔就開始調理肌膚，洗後肌膚觸感柔嫩，Q彈，不緊繃。,,保養品,"洗顏產品,","清潔,緊實,抗皺,修護,抗氧化,舒緩,",,"容量:251ml:NT450:RM0,","TW, MY",,N,"Q10 彈力潔顏乳,Q10 彈力潔顏乳 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159201-3812953134.jpg,,,,,

11536,開架,AVALON,身體保養系列,,薰衣草乳液,Lavender Hand&Body Lotion,含薰衣草、維他命E成分，能滋養秀髮及頭皮，強健髮質，使秀髮光澤亮麗。,,美髮產品,"護髮品,","保濕,柔順,護色,亮澤,光滑,",,"容量:907g:NT699:RM0,","TW, MY",,N,"薰衣草乳液,薰衣草乳液 avalon",2016/11/26,,N,N,7,N,https://pic.pimg.tw/styleme/1480159340-2712568622.jpg,,,,,

11539,開架,AVALON,身體保養系列,,茶樹潤絲精,Tea Tree Mint Scalp Treatment Conditioner,調理頭皮，健康清爽含有機茶樹、維他命成份，能滋養調理秀髮及頭皮。,,美髮產品,"潤髮品,","控油,抗屑,豐盈,修護,",,"容量:907g:NT699:RM0,","TW, MY",,N,"茶樹潤絲精,茶樹潤絲精 avalon",2016/11/26,,N,N,1,N,https://pic.pimg.tw/styleme/1480159421-3948236200.jpg,,,,,

11542,開架,AVALON,臉部保養系列,,薰衣草保濕潔顏凝膠,Brilliant Balance with Lavender & Prebiotics Cleansing Gel,有機薰衣草、甘草根、山金車花萃取、康普茶萃取，能調理滋養肌膚，恢復生機，展現肌膚自然光澤，使用時散發淡淡薰衣草香氣，能舒緩壓力。,,保養品,"洗顏產品,","清潔,舒緩,香氛,",,"容量:237ml:NT480:RM0,","TW, MY",,N,"薰衣草保濕潔顏凝膠,薰衣草保濕潔顏凝膠 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159532-1291154555.jpg,,,,,

11545,開架,AVALON,身體保養系列,,薰衣草沐浴乳,Lavender Bath & Shower Gel,美國原裝進口，有機成分萃取，清潔舒緩肌膚。,,美體產品,"身體清潔,","舒緩,香氛,清爽,",,"容量:946g:NT699:RM0,","TW, MY",,N,"薰衣草沐浴乳,薰衣草沐浴乳 avalon",2016/11/26,,N,N,4,N,https://pic.pimg.tw/styleme/1480159602-3175700301.jpg,,,,,

11548,開架,AVALON,身體保養系列,,維生素B群潤絲精,B-Complex Thickening Conditioner,採用天然植物製成，含BIOTIN(維生素H)及維生素B群能滋養秀髮，髮質健康清爽柔順。,,美髮產品,"潤髮品,","保濕,柔順,護色,香氛,修護,滋潤,",,"容量:907g:NT699:RM0,","TW, MY",,N,"維生素B群潤絲精,維生素B群潤絲精 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159714-207957244.jpg,,,,,

11551,開架,AVALON,身體保養系列,,維生素B群洗髮精,B-Complex Thickening Shampoo,採用天然植物製成，含BIOTIN(維生素H)及維生素B群能滋養秀髮，髮質健康清爽柔順。,,美髮產品,"洗髮品,","保濕,柔順,光滑,清潔,",,"容量:946ml:NT699:RM0,","TW, MY",,N,"維生素B群洗髮精,維生素B群洗髮精 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159824-2459087193.jpg,,,,,

11554,開架,AVALON,身體保養系列,,薰衣草滋潤洗髮精,Nourishing Lavender Shampoo,植物性配方，能溫和洗淨不傷秀髮；有機薰衣草精油的天然香氣，能安定情緒、舒緩壓力；Avalon Organics薰衣草滋潤洗髮精除了給予秀髮天然溫柔的呵護，也賦予心靈自然純淨的美麗。,,美髮產品,"洗髮品,","保濕,柔順,香氛,清潔,",2016/11/26,,"TW, MY",,N,"薰衣草滋潤洗髮精,薰衣草滋潤洗髮精 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159902-3315168712.jpg,,,,,

11557,開架,AVALON,身體保養系列,,湛藍B健髮護髮素,Biotin B-Complex Thickening Conditioner.,有機天然，護髮、強韌髮根。,,美髮產品,"護髮品,","保濕,預防落髮,柔順,強韌髮絲,香氛,修護,滋潤,",,"容量:397g:NT320:RM0,","TW, MY",,N,"湛藍B健髮護髮素,湛藍B健髮護髮素  avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480159973-2181732684.jpg,,,,,

11560,開架,AVALON,身體保養系列,,檸檬潔淨洗髮露,Lemon Clarifying Shampoo,有機天然，清爽潔淨頭髮。,,美髮產品,"洗髮品,","抗屑,強韌髮絲,香氛,清潔,修護,",,"容量:325ml:NT240:RM0,","TW, MY",,N,"檸檬潔淨洗髮露,檸檬潔淨洗髮露 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480160060-2663918432.jpg,,,,,

11563,開架,AVALON,身體保養系列,,薄荷健髮洗髮露,Peppermint Revitalizing Shampoo,有機天然潔淨頭髮，同時帶來清涼感受。,,美髮產品,"洗髮品,","控油,抗屑,亮澤,香氛,清潔,",,"容量:325ml:NT240:RM0,","TW, MY",,N,"薄荷健髮洗髮露,薄荷健髮洗髮露  avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480160157-406978457.jpg,,,,,

11566,開架,AVALON,身體保養系列,,湛藍B健髮洗髮露,Biotin B-Complex Thickening Shampoo,有機天然，清潔頭髮，同時強韌髮根。,,美髮產品,"洗髮品,","保濕,預防落髮,抗屑,柔順,強韌髮絲,清潔,修護,滋潤,",,"容量:325ml:NT320:RM0,","TW, MY",,N,"湛藍B健髮洗髮露,湛藍B健髮洗髮露 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480160237-4293523330.jpg,,,,,

11569,開架,AVALON,身體保養系列,,茶樹薄荷頭皮調理洗髮露,Tea Tree Mint Scalp Normalizing Shampoo,有機天然，清潔同時調理頭皮油脂分泌。,,美髮產品,"洗髮品,","控油,預防落髮,抗屑,豐盈,強韌髮絲,清潔,",,"容量:414ml:NT320:RM0,","TW, MY",,N,"茶樹薄荷頭皮調理洗髮露,茶樹薄荷頭皮調理洗髮露 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480160318-1525856735.jpg,,,,,

11572,開架,AVALON,臉部保養系列,,Q10 彈力精華液,Wrinkle Therapy with CoQ10 & Rosehip Facial Serum ,有機玫瑰果油 ， Q10 ， 玻尿酸，能對抗地心引力初老警訊的輕熟保養，有效淡化紋路，緊緻輪廓，維持肌膚Q彈，延緩肌膚老化。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,",,"容量:16ml:NT950:RM0,","TW, MY",,N,"Q10 彈力精華液,Q10 彈力精華液 avalon",2016/11/26,,N,N,,N,https://pic.pimg.tw/styleme/1480160416-2693747419.jpg,,,,,

2500,開架,Bio-essence 碧歐斯,三效水養系列,,三效水養清爽化妝水,Hydra Tri-Action Aqua Refershing Toner,三效水養系列結合超滲透玻尿酸、玻尿酸、小紅莓萃取與生物能晶液，提供長時間保濕功效並有效對抗初老，保護肌膚不受外界侵害，讓肌膚保持水嫩、光滑與柔軟。,,保養品,"化妝水,","保濕,清爽,",2013/10/8,"容量:100ml:NT259:RM32.90,","TW, MY",,N,"Bio-essence 三效水養清爽化妝,三效水養清爽化妝,碧歐斯 三效水養清爽化妝",2016/2/24,,N,N,1,N,https://pic.pimg.tw/styleme/1460272317-844033795.png,,,,,

2530,開架,Bio-essence 碧歐斯,24k生物黃金系列,,24K生物黃金精華露,24K Bio-Gold Gold Water,深層保濕、滋養肌膚，肌膚從內而外散發健康的光澤。含24K生物黃金和獨家植萃成份，能幫助賦活肌膚，密集修護。添加高抗氧化成分，提供肌膚保護力，抵禦外在因子對肌膚的侵害，延緩肌齡。,,保養品,"精華液,","保濕,抗老,修護,抗氧化,",,"容量:100ml:NT680:RM0,容量:150ml:RM 105.90,","TW, MY",,N,"24K生物黃金精華露,Bio-essence 24K生物黃金精華露,碧歐斯 24K生物黃金精華露",2016/2/25,,N,N,5,N,https://pic.pimg.tw/styleme/1456384530-4170171805.jpg,,,,,

2566,開架,Bio-essence 碧歐斯,,,生肌修護水晶乳含蜂王漿及ATP,Skin Revive Moisturzing Lotion With ATP,富含獨特生物能量液、生物類黃酮精華、玻尿酸、燕麥蛋白、生物米穀精華、蜂王漿和精純草本淬取如當歸、枸杞、塔娜卡樹皮精華並蘊含ATP成分。,,保養品,"乳液,","保濕,抗老,修護,",,"容量:80ml:NT680:RM105.90,","TW, MY",,N,"Bio-essence 生肌修護水晶乳含蜂王漿及ATP,生肌修護水晶乳 含蜂王漿及ATP,生肌修護水晶乳含蜂王漿及ATP,碧歐斯 生肌修護水晶乳含蜂王漿及ATP",2016/2/25,,N,N,1,N,https://pic.pimg.tw/styleme/1460014007-4416368.jpg,,,,,

2632,開架,Bio-essence 碧歐斯,防曬系列,,防曬保濕霜SPF50+,Sunscreen Moisturizing CreamSPF50+,質地薄透服貼，不含一滴油脂，使用感清爽無負擔，塗抹後明亮度提升。蘊含8種自然草本精華，保濕含水量高，肌膚不乾澀不緊繃。,,保養品,"防曬隔離,","防曬,清爽,不黏膩,",2011/6/1,"容量:40ml:NT459,","TW, MY",,N,"Bio essence 防曬保濕霜,Bio-essence 防曬保濕霜,Bio-essence 防曬保濕霜 SPF50+,碧歐斯 防曬保濕霜,碧歐斯 防曬保濕霜 SPF50+,防曬保濕霜 SPF50+",2016/2/25,,N,N,22,N,https://pic.pimg.tw/styleme/1460013759-3066045335.jpg,,,,,

5098,開架,Bio-essence 碧歐斯,,,,,富含高濃度精華，質地輕盈，容易吸收，高效保濕，恢復柔嫩肌膚，富含燕窩精華有效緊緻滋潤肌膚，淡化細紋與皺紋。,,保養品,"乳霜,","保濕,滋潤,抗老,緊實,修護,改善細紋,提升光澤,平滑膚觸,",2015/10/1,"容量:50g:NT790,","TW, MY",,N,,2016/4/11,,N,N,4,N,https://pic.pimg.tw/styleme/1460646330-3438562866.jpg,,,,,

5101,開架,Bio-essence 碧歐斯,,,神奇亮膚精華含蜂王漿及ATP,Deep Nourishing Toner With ATP,有效緊緻鬆弛肌膚，淡化細紋，緊實提升、滋養肌膚。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,改善細紋,細緻毛孔,平滑膚觸,",2013/4/25,"容量:40ml:NT850:RM105.90,","TW, MY",,N,"Bio-essence 神奇亮膚精華含蜂王漿及ATP,碧歐斯 神奇亮膚精華含蜂王漿及ATP,神奇亮膚精華含蜂王漿及ATP",2016/4/11,,N,N,3,N,https://pic.pimg.tw/styleme/1460646345-4015422459.jpg,,,,,

5104,開架,Bio-essence 碧歐斯,三效水養系列,,三效水養睡美人面膜,Hydra Tri-Action Aqua Droplet Sleep Beauty Mask,一整夜為肌膚源源不斷補水、滋養與修護肌膚。 輕輕抹開，有效保濕成分神奇般化為顆顆飽滿水珠，迅速被吸收，為肌膚持續補水鎖水。 其清透配方在肌膚上形成一層隱形保濕膜，肌膚毫無黏膩感。,,保養品,"保養面膜,","保濕,滋潤,修護,改善細紋,透亮,提升光澤,平滑膚觸,不黏膩,",2013/10/8,"容量:50g:NT499,容量:80g:RM77.90:","TW, MY",,N,"Bio-essence 三效水養睡美人面膜,三效水養睡美人面膜,碧歐斯 三效水養睡美人面膜",2016/4/11,,N,N,6,Y,https://pic.pimg.tw/styleme/1461054687-3785249748.jpg,,,,,

5107,開架,Bio-essence 碧歐斯,,,,,肌膚瞬效彈潤飽滿，燕窩精華有效滋養肌膚，抗初老及淡化細紋，微精華膠囊，可釋出高濃度植萃精華，緊緻滋潤肌膚。,,保養品,"精華液,","保濕,滋潤,抗老,緊實,修護,改善細紋,美白,透亮,提升光澤,",2015/10/1,"容量:30ml:NT890,","TW, MY",,N,,2016/4/11,,N,N,5,N,https://pic.pimg.tw/styleme/1460646383-885110154.jpg,,,,,

5110,開架,Bio-essence 碧歐斯,,,,,,,保養品,"保養面膜,","保濕,滋潤,抗老,緊實,改善細紋,透亮,平滑膚觸,",2015/10/1,"容量:50g:NT790,","TW, MY",,N,,2016/4/11,,N,N,,N,https://pic.pimg.tw/styleme/1460646396-1526963493.jpg,,,,,

9433,開架,Bio-essence 碧歐斯,臉部保養系列,,深層滋養活膚水含蜂王漿及ATP,Deep Nourishing Toner,深層滋養活膚水含蜂王漿及ATP，富含獨特生物能量液、生物類黃酮精華、蜂王漿、ATP、玻尿酸、塔娜卡樹皮精華和多種珍貴草本萃取，提供肌膚所需營養，深層補水並提升肌膚對後續保養品的吸收力。,,保養品,"化妝水,","保濕,滋潤,平滑膚觸,好吸收,",,"容量:100ml:NT390:RM47.90,","TW, MY",,N,"bio essence 深層滋養活膚水含蜂王漿及ATP,Bio-essence碧歐斯 深層滋養活膚水含蜂王漿及ATP,碧歐斯 深層滋養活膚水含蜂王漿及ATP",2016/11/18,,N,N,,N,https://pic.pimg.tw/styleme/1479446166-1000408693.jpg,,,,,

9568,開架,Bio-essence 碧歐斯,臉部保養系列,,神奇生物噴霧,Maricle Bio Water,含有對肌膚修護極佳功效的生物能量，其低含量的普通礦物元素、以及極少的鹽含量與豐富微量元素成分，能賦予肌膚2倍清涼、舒緩、柔嫩與保濕，是一瓶多用、一瓶多效的生物噴霧。,,保養品,"化妝水,保濕噴霧,","保濕,滋潤,舒緩,",,"容量:100ml:NT300,容量:300ml:NT680,","TW, MY",,N,"神奇生物噴霧,神奇生物噴霧 bioessence,神奇生物噴霧 碧歐斯",2016/11/18,,N,N,20,N,https://pic.pimg.tw/styleme/1479460611-729981965.jpg,,,,,

9586,開架,Bio-essence 碧歐斯,,,,,,,保養品,"化妝水,","保濕,滋潤,抗老,緊實,拉提,抗皺,修護,",,"容量:100ml:NT590,","TW, MY",,N,,2016/11/18,,N,N,,N,https://pic.pimg.tw/styleme/1479465332-25697767.jpg,,,,,

10030,開架,Bio-essence 碧歐斯,臉部保養系列,,塔娜卡雙重煥白霜,TANAKA WHITE Double Whitening Cream,明亮黯沉肌膚，有效淨白與均勻膚色，使肌膚白皙透亮，蘊含多種礦物元素與胺基酸，能幫助滋養並修護，使肌膚緊緻有彈性,,保養品,"乳霜,","保濕,滋潤,美白,透亮,均勻膚色,提升光澤,平滑膚觸,抗氧化,",2016/11/21,"容量:50ml:NT650,","TW, MY",,N,"塔娜卡雙重煥白霜,塔娜卡雙重煥白霜 bioessence,塔娜卡雙重煥白霜 碧歐斯",2016/11/21,,N,N,,N,https://pic.pimg.tw/styleme/1479699305-654198175.jpg,,,,,

10036,開架,Bio-essence 碧歐斯,三效水養系列,,三效水養玻尿酸凝露,Hydra Tri-Action Aqua Moisturizing Gel,三效水養系列結合超滲透玻尿酸、玻尿酸、小紅莓萃取與生物能晶液，提供長時間保濕功效並有效對抗初老，保護肌膚不受外界侵害，讓肌膚保持水嫩、光滑與柔軟。,,保養品,"乳霜,","保濕,滋潤,香氛,",,"容量:50g:NT399,","TW, MY",,N,"三效水養玻尿酸凝露,三效水養玻尿酸凝露 bioessence,三效水養玻尿酸凝露 碧歐斯",2016/11/21,,N,N,,N,https://pic.pimg.tw/styleme/1479699866-4182065887.jpg,,,,,

