編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,url,顏色
2833-3,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 BR-01,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,棕色
2833-4,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 BR-02,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,淺棕色
2833-5,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 BR-03,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,深棕色
2833-6,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 GN-01,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,綠
2833-7,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 BU-01,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,藍
2833-8,開架,media 媚點,眼部彩妝系列,,漸層亮彩眼影盒 PU-01,Gradate Color Eyeshadow,長時間維持高顯色彩度，打造細緻璀璨並散發透明感的高雅雙眸，簡單畫出優雅漸層的眼影盒。,,彩妝品,"眼影,","光澤,珠光,顯色,好上色,好推勻,色彩飽和,",2013/3/18,"容量:3.5g:NT280,","TW, MY",,N,"media 漸層亮彩眼影盒,媚點 漸層亮彩眼影盒,漸層亮彩眼影盒",2016/2/25,,N,N,7,Y,https://pic.pimg.tw/styleme/1456576935-1085949975.jpg,,,,,,http://www.media-global.net/tw/lineup/eye/eye_gradate_color_eyeshadow.html,紫

2902-1,開架,media 媚點,眼部彩妝系列,,自轉式眼線筆-黑,Eyeliner Pencil,,,彩妝品,,"顯色,色彩飽和,防油,抗暈染,",,"容量:0.17g:NT150,","TW, MY",,N,"media 自轉式眼線筆,媚點 自轉式眼線筆,自轉式眼線筆",2016/2/25,,N,N,2,N,https://pic.pimg.tw/styleme/1460431801-3700865064.png,,,,,,http://www.media-global.net/tw/lineup/eye/eye_eyeliner_pencil.html,黑
2902-2,開架,media 媚點,眼部彩妝系列,,自轉式眼線筆-棕,Eyeliner Pencil,,,彩妝品,,"顯色,色彩飽和,防油,抗暈染,",,"容量:0.17g:NT150,","TW, MY",,N,"media 自轉式眼線筆,媚點 自轉式眼線筆,自轉式眼線筆",2016/2/25,,N,N,2,N,https://pic.pimg.tw/styleme/1460431801-3700865064.png,,,,,,http://www.media-global.net/tw/lineup/eye/eye_eyeliner_pencil.html,棕

2905,開架,media 媚點,唇彩系列,,純真唇頰彩,Lip & cheeks,,,彩妝品,"腮紅修容,","保濕,顯色,好推勻,修容,",2015/7/1,"容量:5.5g:NT280,","TW, MY",,N,"VISEE 純真唇頰彩,純真唇頰彩",2016/2/25,,N,N,38,Y,https://pic.pimg.tw/styleme/1456582269-2241740603.jpg,,,,,,http://www.watsons.com.tw/visee純真唇頰彩001/p/BP_513210,粉紅

2953-1,開架,media 媚點,唇彩系列,,滋潤持久型唇膏-RS玫瑰色系,Creamy Lasting Lip,,,彩妝品,"唇膏,","長效持妝,顯色,好上色,好推勻,色彩飽和,滋潤,",2013/9/16,"容量:3g:NT280,","TW, MY",,N,"media 滋潤持久型唇膏,媚點 滋潤持久型唇膏,滋潤持久型唇膏",2016/2/25,,N,N,34,N,https://pic.pimg.tw/styleme/1471339526-778441137.jpg,,,,,,http://www.media-global.net/tw/lineup/lip/lip_creamy_lasting_lip.html,玫瑰色
2953-2,開架,media 媚點,唇彩系列,,滋潤持久型唇膏-PK粉色系,Creamy Lasting Lip,,,彩妝品,"唇膏,","長效持妝,顯色,好上色,好推勻,色彩飽和,滋潤,",2013/9/16,"容量:3g:NT280,","TW, MY",,N,"media 滋潤持久型唇膏,媚點 滋潤持久型唇膏,滋潤持久型唇膏",2016/2/25,,N,N,34,N,https://pic.pimg.tw/styleme/1471339526-778441137.jpg,,,,,,http://www.media-global.net/tw/lineup/lip/lip_creamy_lasting_lip.html,粉色
2953-3,開架,media 媚點,唇彩系列,,滋潤持久型唇膏-RD紅色系,Creamy Lasting Lip,,,彩妝品,"唇膏,","長效持妝,顯色,好上色,好推勻,色彩飽和,滋潤,",2013/9/16,"容量:3g:NT280,","TW, MY",,N,"media 滋潤持久型唇膏,媚點 滋潤持久型唇膏,滋潤持久型唇膏",2016/2/25,,N,N,34,N,https://pic.pimg.tw/styleme/1471339526-778441137.jpg,,,,,,http://www.media-global.net/tw/lineup/lip/lip_creamy_lasting_lip.html,紅色
2953-4,開架,media 媚點,唇彩系列,,滋潤持久型唇膏-WN酒紅色系,Creamy Lasting Lip,,,彩妝品,"唇膏,","長效持妝,顯色,好上色,好推勻,色彩飽和,滋潤,",2013/9/16,"容量:3g:NT280,","TW, MY",,N,"media 滋潤持久型唇膏,媚點 滋潤持久型唇膏,滋潤持久型唇膏",2016/2/25,,N,N,34,N,https://pic.pimg.tw/styleme/1471339526-778441137.jpg,,,,,,http://www.media-global.net/tw/lineup/lip/lip_creamy_lasting_lip.html,酒紅
2953-5,開架,media 媚點,唇彩系列,,滋潤持久型唇膏-OR橘色系,Creamy Lasting Lip,,,彩妝品,"唇膏,","長效持妝,顯色,好上色,好推勻,色彩飽和,滋潤,",2013/9/16,"容量:3g:NT280,","TW, MY",,N,"media 滋潤持久型唇膏,媚點 滋潤持久型唇膏,滋潤持久型唇膏",2016/2/25,,N,N,34,N,https://pic.pimg.tw/styleme/1471339526-778441137.jpg,,,,,,http://www.media-global.net/tw/lineup/lip/lip_creamy_lasting_lip.html,橘色

4405,開架,media 媚點,修容,,亮采純色修容餅,Cheek Color,成份中含有「珠光提亮粒子」，同時又有海洋性膠原蛋白等保濕精華，暈刷時不只賦予妳優雅溫柔的好氣色，還可輕鬆做保養。修容盒內附全新設計的「100%馬毛橢圓修容刷」。,,彩妝品,"腮紅修容,","光澤,顯色,打亮,好上色,",2015/9/14,"容量:3g:NT300,","TW, MY",,N,"media 亮采純色修容餅,亮采純色修容餅,媚點 亮采純色修容餅",2016/4/9,,N,N,10,Y,https://pic.pimg.tw/styleme/1461575253-2246485968.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_cheekcolor.html,

4408,開架,media 媚點,粉餅蜜粉系列,,防曬蜜粉(透明)SPF18/PA++,Face Powder,,,彩妝品,"蜜粉,","控油,修正膚色,修飾毛孔,透亮,均勻膚色,防曬,薄透,",2013/9/16,"容量:20g:NT350,","TW, MY",,N,"media 防曬蜜粉(透明)SPF18/PA++,媚點 防曬蜜粉(透明)SPF18/PA++,防曬蜜粉(透明)SPF18/PA++",2016/4/9,,N,N,32,Y,https://pic.pimg.tw/styleme/1460622938-195501867.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_facepowder.html,透明

4411,開架,media 媚點,妝前打底系列,,UV防護妝前乳SPF37 PA++,UV Protect Base,,,彩妝品,"妝前打底,","保濕,光澤,透亮,長效持妝,防曬,薄透,",2013/3/18,"容量:30g:NT220,","TW, MY",,N,"media UV防護妝前乳SPF37 PA++,UV防護妝前乳SPF37 PA++,媚點 UV防護妝前乳SPF37 PA++",2016/4/9,,N,N,,N,https://pic.pimg.tw/styleme/1460622953-3423919964.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_uv_protectbase.html,

4414-1,開架,media 媚點,粉餅蜜粉系列,,自然肌透BB蜜粉-亮膚色,BB Powder,成份中特別添加的「絲柔觸感遮飾粉末」可均勻延展於肌膚上，宛如一層薄膜，卻具有高度的遮飾力，達到輕盈細緻的質地中又有粉底般的遮瑕效果，共3色。,,彩妝品,"粉餅,","均勻膚色,長效持妝,服貼,防曬,遮瑕,",2016/3/14,"容量:10g:NT300,","TW, MY",,N,"media 自然肌透BB蜜粉,媚點 自然肌透BB蜜粉,自然肌透BB蜜粉",2016/4/9,,N,N,12,Y,https://pic.pimg.tw/styleme/1467270170-961927815.png,,,,,,http://www.media-global.net/tw/lineup/cb/cb_bb_powder.html,亮膚色
4414-2,開架,media 媚點,粉餅蜜粉系列,,自然肌透BB蜜粉-自然膚色,BB Powder,成份中特別添加的「絲柔觸感遮飾粉末」可均勻延展於肌膚上，宛如一層薄膜，卻具有高度的遮飾力，達到輕盈細緻的質地中又有粉底般的遮瑕效果，共3色。,,彩妝品,"粉餅,","均勻膚色,長效持妝,服貼,防曬,遮瑕,",2016/3/14,"容量:10g:NT300,","TW, MY",,N,"media 自然肌透BB蜜粉,媚點 自然肌透BB蜜粉,自然肌透BB蜜粉",2016/4/9,,N,N,12,Y,https://pic.pimg.tw/styleme/1467270170-961927815.png,,,,,,http://www.media-global.net/tw/lineup/cb/cb_bb_powder.html,自然膚色
4414-3,開架,media 媚點,粉餅蜜粉系列,,自然肌透BB蜜粉-健康膚色,BB Powder,成份中特別添加的「絲柔觸感遮飾粉末」可均勻延展於肌膚上，宛如一層薄膜，卻具有高度的遮飾力，達到輕盈細緻的質地中又有粉底般的遮瑕效果，共3色。,,彩妝品,"粉餅,","均勻膚色,長效持妝,服貼,防曬,遮瑕,",2016/3/14,"容量:10g:NT300,","TW, MY",,N,"media 自然肌透BB蜜粉,媚點 自然肌透BB蜜粉,自然肌透BB蜜粉",2016/4/9,,N,N,12,Y,https://pic.pimg.tw/styleme/1467270170-961927815.png,,,,,,http://www.media-global.net/tw/lineup/cb/cb_bb_powder.html,健康膚色

4417-1,開架,media 媚點,粉底液粉霜系列,,自然淨潤礦物BB霜SPF35/PA++ PO-B1,BB Cream N,,,彩妝品,"BB霜,","保濕,修正膚色,修飾毛孔,光澤,長效持妝,服貼,防曬,遮瑕,薄透,",2015/9/14,"容量:35g:NT330,","TW, MY",,N,"media 自然淨潤礦物BB霜SPF35/PA++,媚點 自然淨潤礦物BB霜SPF35/PA++,自然淨潤礦物BB霜SPF35/PA++",2016/4/9,,N,N,1,N,https://pic.pimg.tw/styleme/1460623001-143955302.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_liquid_foundation.html,粉膚色
4417-2,開架,media 媚點,粉底液粉霜系列,,自然淨潤礦物BB霜SPF35/PA++ OC-C1,BB Cream N,,,彩妝品,"BB霜,","保濕,修正膚色,修飾毛孔,光澤,長效持妝,服貼,防曬,遮瑕,薄透,",2015/9/14,"容量:35g:NT330,","TW, MY",,N,"media 自然淨潤礦物BB霜SPF35/PA++,媚點 自然淨潤礦物BB霜SPF35/PA++,自然淨潤礦物BB霜SPF35/PA++",2016/4/9,,N,N,1,N,https://pic.pimg.tw/styleme/1460623001-143955302.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_liquid_foundation.html,亮膚色
4417-3,開架,media 媚點,粉底液粉霜系列,,自然淨潤礦物BB霜SPF35/PA++ OC-D1,BB Cream N,,,彩妝品,"BB霜,","保濕,修正膚色,修飾毛孔,光澤,長效持妝,服貼,防曬,遮瑕,薄透,",2015/9/14,"容量:35g:NT330,","TW, MY",,N,"media 自然淨潤礦物BB霜SPF35/PA++,媚點 自然淨潤礦物BB霜SPF35/PA++,自然淨潤礦物BB霜SPF35/PA++",2016/4/9,,N,N,1,N,https://pic.pimg.tw/styleme/1460623001-143955302.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_liquid_foundation.html,柔膚色
4417-4,開架,media 媚點,粉底液粉霜系列,,自然淨潤礦物BB霜SPF35/PA++ OC-E1,BB Cream N,,,彩妝品,"BB霜,","保濕,修正膚色,修飾毛孔,光澤,長效持妝,服貼,防曬,遮瑕,薄透,",2015/9/14,"容量:35g:NT330,","TW, MY",,N,"media 自然淨潤礦物BB霜SPF35/PA++,媚點 自然淨潤礦物BB霜SPF35/PA++,自然淨潤礦物BB霜SPF35/PA++",2016/4/9,,N,N,1,N,https://pic.pimg.tw/styleme/1460623001-143955302.jpg,,,,,,http://www.media-global.net/tw/lineup/cb/cb_liquid_foundation.html,健康膚色

8902-1,開架,media 媚點,唇彩系列,,晶透唇膏-RS玫瑰色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,玫瑰色
8902-2,開架,media 媚點,唇彩系列,,晶透唇膏-PK粉色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,粉色
8902-3,開架,media 媚點,唇彩系列,,晶透唇膏-RD紅色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,紅色
8902-4,開架,media 媚點,唇彩系列,,晶透唇膏-OR橘色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,橘色
8902-5,開架,media 媚點,唇彩系列,,晶透唇膏-BE裸色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,裸色
8902-6,開架,media 媚點,唇彩系列,,晶透唇膏-BR大地色系,,"微粒子珠光配方，飾出立體豐盈美唇
柔和延展，水潤貼合，全14色。",,彩妝品,"唇膏,","保濕,服貼,珠光,",2013/3/18,"容量:2.5g:NT280,","TW, MY",,N,"media 晶透唇膏,媚點 晶透唇膏",2016/9/10,,N,Y,47,N,https://pic.pimg.tw/styleme/1473475226-3308337453.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_shiny_essence_lip.html,大地色


8905-1,開架,media 媚點,唇彩系列,,澄透潤感唇膏-RS玫瑰色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,玫瑰色
8905-2,開架,media 媚點,唇彩系列,,澄透潤感唇膏-RS粉色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,玫瑰色
8905-3,開架,media 媚點,唇彩系列,,澄透潤感唇膏-RS紅色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,紅色
8905-4,開架,media 媚點,唇彩系列,,澄透潤感唇膏-WN酒紅色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,酒紅色
8905-5,開架,media 媚點,唇彩系列,,澄透潤感唇膏-RS橘色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,橘色
8905-6,開架,media 媚點,唇彩系列,,澄透潤感唇膏-RS裸色/大地色,,預防唇部粗糙乾裂，維持完美的亮澤顯色度，全13色。,,彩妝品,"唇膏,","保濕,光澤,顯色,",2012/9/17,"容量:2.4g:NT280,","TW, MY",,N,"media 澄透潤感唇膏,媚點 澄透潤感唇膏,澄透潤感唇膏",2016/9/10,,N,Y,2,N,https://pic.pimg.tw/styleme/1473476134-2313556883.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_moist_essence_rouge.html,裸色大地色

8908-1,開架,media 媚點,唇彩系列,,閃耀持色唇釉-玫瑰色系,,,,彩妝品,"唇彩唇蜜,","保濕,顯色,",2012/9/17,"容量:2g:NT280,","TW, MY",,N,"media 閃耀持色唇釉,媚點 閃耀持色唇釉,閃耀持色唇釉",2016/9/10,,N,Y,3,N,https://pic.pimg.tw/styleme/1473476988-3604252342.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_liquidglow_rouge.html,玫瑰色
8908-2,開架,media 媚點,唇彩系列,,閃耀持色唇釉-粉色系,,,,彩妝品,"唇彩唇蜜,","保濕,顯色,",2012/9/17,"容量:2g:NT280,","TW, MY",,N,"media 閃耀持色唇釉,媚點 閃耀持色唇釉,閃耀持色唇釉",2016/9/10,,N,Y,3,N,https://pic.pimg.tw/styleme/1473476988-3604252342.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_liquidglow_rouge.html,粉色
8908-3,開架,media 媚點,唇彩系列,,閃耀持色唇釉-紅色系,,,,彩妝品,"唇彩唇蜜,","保濕,顯色,",2012/9/17,"容量:2g:NT280,","TW, MY",,N,"media 閃耀持色唇釉,媚點 閃耀持色唇釉,閃耀持色唇釉",2016/9/10,,N,Y,3,N,https://pic.pimg.tw/styleme/1473476988-3604252342.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_liquidglow_rouge.html,紅色
8908-4,開架,media 媚點,唇彩系列,,閃耀持色唇釉-橘色系,,,,彩妝品,"唇彩唇蜜,","保濕,顯色,",2012/9/17,"容量:2g:NT280,","TW, MY",,N,"media 閃耀持色唇釉,媚點 閃耀持色唇釉,閃耀持色唇釉",2016/9/10,,N,Y,3,N,https://pic.pimg.tw/styleme/1473476988-3604252342.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_liquidglow_rouge.html,橘色
8908-5,開架,media 媚點,唇彩系列,,閃耀持色唇釉-裸色系,,,,彩妝品,"唇彩唇蜜,","保濕,顯色,",2012/9/17,"容量:2g:NT280,","TW, MY",,N,"media 閃耀持色唇釉,媚點 閃耀持色唇釉,閃耀持色唇釉",2016/9/10,,N,Y,3,N,https://pic.pimg.tw/styleme/1473476988-3604252342.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_liquidglow_rouge.html,裸色

8911-1,開架,media 媚點,唇彩系列,,自轉式唇線筆-玫瑰色系,,旋轉免削式的款式，筆芯柔順好描繪，簡單勾勒嘴角弧度。收斂嘴角，防止口紅或唇蜜滲色，維持美麗的唇線輪廓，全8色。,,彩妝品,"唇筆,","好推勻,",2009/10/1,"容量:0.17g:NT200,","TW, MY",,N,"media 自轉式唇線筆,媚點 自轉式唇線筆",2016/9/10,,N,Y,,N,https://pic.pimg.tw/styleme/1473477838-4067959875.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipliner.html,玫瑰色
8911-2,開架,media 媚點,唇彩系列,,自轉式唇線筆-粉色系,,旋轉免削式的款式，筆芯柔順好描繪，簡單勾勒嘴角弧度。收斂嘴角，防止口紅或唇蜜滲色，維持美麗的唇線輪廓，全8色。,,彩妝品,"唇筆,","好推勻,",2009/10/1,"容量:0.17g:NT200,","TW, MY",,N,"media 自轉式唇線筆,媚點 自轉式唇線筆",2016/9/10,,N,Y,,N,https://pic.pimg.tw/styleme/1473477838-4067959875.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipliner.html,粉色
8911-3,開架,media 媚點,唇彩系列,,自轉式唇線筆-紅色系,,旋轉免削式的款式，筆芯柔順好描繪，簡單勾勒嘴角弧度。收斂嘴角，防止口紅或唇蜜滲色，維持美麗的唇線輪廓，全8色。,,彩妝品,"唇筆,","好推勻,",2009/10/1,"容量:0.17g:NT200,","TW, MY",,N,"media 自轉式唇線筆,媚點 自轉式唇線筆",2016/9/10,,N,Y,,N,https://pic.pimg.tw/styleme/1473477838-4067959875.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipliner.html,紅色
8911-4,開架,media 媚點,唇彩系列,,自轉式唇線筆-橘色系,,旋轉免削式的款式，筆芯柔順好描繪，簡單勾勒嘴角弧度。收斂嘴角，防止口紅或唇蜜滲色，維持美麗的唇線輪廓，全8色。,,彩妝品,"唇筆,","好推勻,",2009/10/1,"容量:0.17g:NT200,","TW, MY",,N,"media 自轉式唇線筆,媚點 自轉式唇線筆",2016/9/10,,N,Y,,N,https://pic.pimg.tw/styleme/1473477838-4067959875.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipliner.html,橘色
8911-5,開架,media 媚點,唇彩系列,,自轉式唇線筆-裸色系,,旋轉免削式的款式，筆芯柔順好描繪，簡單勾勒嘴角弧度。收斂嘴角，防止口紅或唇蜜滲色，維持美麗的唇線輪廓，全8色。,,彩妝品,"唇筆,","好推勻,",2009/10/1,"容量:0.17g:NT200,","TW, MY",,N,"media 自轉式唇線筆,媚點 自轉式唇線筆",2016/9/10,,N,Y,,N,https://pic.pimg.tw/styleme/1473477838-4067959875.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipliner.html,裸色

8914,開架,media 媚點,唇彩系列,,水亮唇蜜,,賦予晶亮水感，雙唇立體誘人，質地輕盈不黏膩。含有玻尿酸、橘子油、荷荷芭油。無香料,,彩妝品,"唇彩唇蜜,","光澤,保濕,",,"容量:一支:NT150,","TW, MY",,N,"media 水亮唇蜜,媚點 水亮唇蜜",2016/9/12,,N,Y,,N,https://pic.pimg.tw/styleme/1473646869-3659526972.png,,,,,,http://www.media-global.net/tw/lineup/lip/lip_lipgloss.html,透明

8917-1,開架,media 媚點,眉彩,,自轉式眉筆-棕,,柔順筆觸，眉尾的細緻線條也能簡單完成，不需削筆就能使用到底的自轉式設計，無香料，全四色。,,彩妝品,"眉彩,","好上色,好推勻,細緻,",,"容量:0.18g:NT150,","TW, MY",,N,"media 自轉式眉筆,媚點 自轉式眉筆",2016/9/12,,N,Y,1,N,https://pic.pimg.tw/styleme/1473649385-1488367959.png,,,,,,http://www.media-global.net/tw/lineup/eye/eye_eyebrow_pencil.html,棕
8917-2,開架,media 媚點,眉彩,,自轉式眉筆-深棕,,柔順筆觸，眉尾的細緻線條也能簡單完成，不需削筆就能使用到底的自轉式設計，無香料，全四色。,,彩妝品,"眉彩,","好上色,好推勻,細緻,",,"容量:0.18g:NT150,","TW, MY",,N,"media 自轉式眉筆,媚點 自轉式眉筆",2016/9/12,,N,Y,1,N,https://pic.pimg.tw/styleme/1473649385-1488367959.png,,,,,,http://www.media-global.net/tw/lineup/eye/eye_eyebrow_pencil.html,深棕
8917-3,開架,media 媚點,眉彩,,自轉式眉筆-灰,,柔順筆觸，眉尾的細緻線條也能簡單完成，不需削筆就能使用到底的自轉式設計，無香料，全四色。,,彩妝品,"眉彩,","好上色,好推勻,細緻,",,"容量:0.18g:NT150,","TW, MY",,N,"media 自轉式眉筆,媚點 自轉式眉筆",2016/9/12,,N,Y,1,N,https://pic.pimg.tw/styleme/1473649385-1488367959.png,,,,,,http://www.media-global.net/tw/lineup/eye/eye_eyebrow_pencil.html,灰
